ticker,symbol,updated_date,price,market_cap_cr,eps,book_value,pe,pb,roe,roce,dividend_yield,debt_to_equity,sales_cr,profit_growth_3yr,sales_growth_3yr,promoter_holding,pledged_pct,error
LEMERITE.NS,LEMERITE,2026-09-01T04:59:33.234033,21.3,51.8867968,0.22,9.37,96.81818,2.2732124,,,,,,,,72.74,,
LEMONTREE.NS,LEMONTREE,2026-09-01T04:59:34.359315,106.63,8443.4706432,2.98,17.578,35.78188,6.0661054,,,,,,,,30.89,,
LENSKART.NS,LENSKART,2026-09-01T04:59:35.587273,662.45,114738.0432896,3.82,50.325,173.41623,13.163438,,,,,,,,17.55,,
LEXUS.NS,LEXUS,2026-09-01T04:59:36.730796,13.57,27.3988128,0.84,8.916,16.154762,1.5219829,,,,,,,,69.99,,
LFIC.NS,LFIC,2026-09-01T04:59:37.877409,138.5,41.55,,190.821,,0.7258111,,,,,,,,47.05,,
LGBBROSLTD.NS,LGBBROSLTD,2026-09-01T04:59:38.984195,1688.4,5385.467904,99.97,675.302,16.889067,2.5002148,,21.0,,,,,,47.53,,
LGEINDIA.NS,LGEINDIA,2026-09-01T04:59:40.137476,1690.6,114753.2607488,26.89,112.933,62.870956,14.969938,,,,,,,,85.0,,
LGHL.NS,LGHL,2026-09-01T04:59:41.249548,180.43,903.8199808,,14.1,,12.796453,,,,,,,,73.55,,
LIBAS.NS,LIBAS,2026-09-01T04:59:42.365077,10.75,28.3204224,3.45,31.015,3.115942,0.3466065,,,,,,,,69.79,,
LIBERTSHOE.NS,LIBERTSHOE,2026-09-01T04:59:43.495659,242.04,412.4361472,5.03,138.131,48.11928,1.7522497,,,,,,,,,,
LICHSGFIN.NS,LICHSGFIN,2026-09-01T04:59:44.334759,536.0,29483.3750016,104.33,753.06,5.137544,0.71176267,18.0,,,,,,,40.31,,
LICI.NS,LICI,2026-09-01T04:59:45.560323,416.15,263214.7795968,47.52,139.609,8.757365,2.9808252,,,,,,,,96.5,,
LIKHITHA.NS,LIKHITHA,2026-09-01T04:59:46.714429,207.21,817.914112,8.27,104.187,25.055622,1.988828,,,,,,,,74.11,,
LINC.NS,LINC,2026-09-01T04:59:47.856256,94.75,563.8155776,5.3,43.367,17.877357,2.184841,,,,,,,,59.86,,
LINCOLN.NS,LINCOLN,2026-09-01T04:59:49.031935,607.8,1217.4068736,48.15,378.341,12.623053,1.6064873,,15.0,,,,,,33.18,,
LINDEINDIA.NS,LINDEINDIA,2026-09-01T04:59:50.242949,6396.0,54547.7885952,63.74,500.274,100.345146,12.784994,,,,,,,,75.0,,
LLOYDSENGG.NS,LLOYDSENGG,2026-09-01T04:59:51.460993,86.55,13411.4238464,1.71,11.289,50.614037,7.6667557,,,,,,,,46.12,,
LLOYDSENT.NS,LLOYDSENT,2026-09-01T04:59:52.674994,72.13,11011.018752,0.56,27.721,128.80356,2.6019983,,,,,,,,68.0,,
LLOYDSME.NS,LLOYDSME,2026-09-01T04:59:53.857346,1796.8,101086.1211648,85.62,246.469,20.98575,7.290167,,26.0,,,,,,62.84,,
LMW.NS,LMW,2026-09-01T04:59:55.014035,19101.0,20405.5986176,164.44,2683.254,116.15787,7.1185956,,26.0,,,,,,29.61,,
LODHA.NS,LODHA,2026-09-01T04:59:56.185381,1192.2,119092.0716288,41.23,233.115,28.915836,5.1142135,,,,,,,,88.5,,
LOKESHMACH.NS,LOKESHMACH,2026-09-01T04:59:57.358026,344.0,749.808896,0.94,114.474,365.95746,3.0050492,,,,,,,,53.66,,
LORDSCHLO.NS,LORDSCHLO,2026-09-01T04:59:58.464792,137.17,393.044992,12.17,84.536,11.271158,1.6226223,,,,,,,,64.94,,
LOTUSDEV.NS,LOTUSDEV,2026-09-01T04:59:59.579838,180.6,8826.3507968,5.04,39.19,35.833336,4.608319,,,,,,,,81.87,,
LOTUSEYE.NS,LOTUSEYE,2026-09-01T05:00:00.744391,109.99,228.7388416,0.08,28.234,1374.875,3.8956578,,,,,,,,53.12,,
LOVABLE.NS,LOVABLE,2026-09-01T05:00:01.851571,74.4,110.112,5.35,122.241,13.906543,0.6086338,,,,,,,,67.23,,
LOYALTEX.NS,LOYALTEX,2026-09-01T05:00:02.973745,218.0,104.9985216,,423.396,,0.5148844,,,,,,,,73.49,,
LPDC.NS,LPDC,2026-09-01T05:00:04.209261,6.83,91.619776,0.63,3.235,10.8412695,2.1112828,,,,,,,,65.16,,
LT.NS,LT,2026-09-01T05:00:05.321143,4011.4,551914.9367296,120.54,794.47,33.27858,5.0491524,,10.0,,,,,,,,
LTF.NS,LTF,2026-09-01T05:00:06.505591,311.05,77950.550016,12.67,112.086,24.550117,2.7751012,13.0,,,,,,,66.62,,
LTFOODS.NS,LTFOODS,2026-09-01T05:00:07.719363,440.55,15298.2274048,18.45,51.326,23.878048,8.583369,,13.0,,,,,,67.19,,
LTM.NS,LTM,2026-09-01T05:00:09.020807,4553.2,134984.7220224,176.25,827.55,25.83376,5.502024,,48.0,,,,,,84.28,,
LTTS.NS,LTTS,2026-09-01T05:00:10.203152,3583.6,38010.7423744,120.62,610.643,29.709833,5.868568,,,,,,,,89.77,,
LUMAXIND.NS,LUMAXIND,2026-09-01T05:00:11.380601,6496.5,6072.754176,200.34,981.526,32.427376,6.6187754,,,,,,,,73.53,,
LUMAXTECH.NS,LUMAXTECH,2026-09-01T05:00:12.554245,2114.1,14409.220096,47.45,177.561,44.554268,11.906331,,18.0,,,,,,55.64,,
LUPIN.NS,LUPIN,2026-09-01T05:00:13.732679,2160.6,98796.863488,120.74,491.017,17.894651,4.400255,,40.0,,,,,,46.69,,
LUXIND.NS,LUXIND,2026-09-01T05:00:14.983582,1207.1,3629.9526144,34.07,609.814,35.429996,1.979456,,,,,,,,73.71,,
LXCHEM.NS,LXCHEM,2026-09-01T05:00:16.183931,167.14,4645.0659328,4.54,71.644,36.81498,2.332924,,,,,,,,72.92,,
LYKALABS.NS,LYKALABS,2026-09-01T05:00:17.373139,75.36,272.446848,,25.888,,2.9110012,,10.0,,,,,,23.99,,
M&M.NS,M&M,2026-09-01T05:00:18.527309,3319.0,398532.9881088,164.43,833.025,20.184881,3.9842741,,11.0,,,,,,26.69,,
M&MFIN.NS,M&MFIN,2026-09-01T05:00:19.758796,373.25,51871.7210624,23.46,191.766,15.912191,1.9466432,16.0,,,,,,,51.85,,
MAANALU.NS,MAANALU,2026-09-01T05:00:21.000101,123.78,742.4926208,2.37,46.869,52.22785,2.640978,,,,,,,,65.32,,
MACPOWER.NS,MACPOWER,2026-09-01T05:00:22.162755,2025.9,2026.742784,33.92,175.15,59.72583,11.566658,,,,,,,,44.18,,
MADHAV.NS,MADHAV,2026-09-01T05:00:23.284442,34.4,30.77768,,138.617,,0.24816582,,,,,,,,37.93,,
MADHAVIPL.NS,MADHAVIPL,2026-09-01T05:00:24.433984,8.16,,0.97,8.9,8.412371,0.91685396,,,,,,,,73.52,,
MADHUCON.NS,MADHUCON,2026-09-01T05:00:25.589937,4.96,36.6022912,,,,,,8.0,,,,,,58.86,,
MADRASFERT.NS,MADRASFERT,2026-09-01T05:00:26.770855,65.26,1051.3470464,4.4,5.723,14.831819,11.4031105,,,,,,,,,,
MAFATIND.NS,MAFATIND,2026-09-01T05:00:27.608071,122.4,883.4701312,,106.916,14.98164,1.144824,,3.0,,,,,,74.86,,
MAGADSUGAR.NS,MAGADSUGAR,2026-09-01T05:00:28.772837,584.75,824.0080896,36.22,624.62,16.144394,0.9361692,,,,,,,,60.95,,
MAGNUM.NS,MAGNUM,2026-09-01T05:00:29.979441,19.0,129.981504,,99.607,,0.19074965,,,,,,,,53.08,,
MAHABANK.NS,MAHABANK,2026-09-01T05:00:31.098071,83.2,63993.7347584,9.79,46.399,8.498467,1.7931421,6.0,,,,,,,81.61,,
MAHAPEXLTD.NS,MAHAPEXLTD,2026-09-01T05:00:32.278145,57.7,162.62048,,325.664,,0.17717648,,,,,,,,61.27,,
MAHASTEEL.NS,MAHASTEEL,2026-09-01T05:00:33.414566,1390.0,2284.3815936,6.12,96.726,227.12419,14.37049,,,,,,,,68.81,,
MAHEPC.NS,MAHEPC,2026-09-01T05:00:34.576716,104.54,292.1971712,3.42,66.225,30.567251,1.578558,,,,,,,,54.73,,
MAHESHWARI.NS,MAHESHWARI,2026-09-01T05:00:35.784242,71.0,210.1401216,5.33,72.881,13.320826,0.97419083,,,,,,,,58.19,,
MAHLIFE.NS,MAHLIFE,2026-09-01T05:00:36.968395,365.7,7810.7803648,15.69,170.002,23.30784,2.1511512,,17.0,,,,,,50.83,,
MAHLOG.NS,MAHLOG,2026-09-01T05:00:38.276306,389.0,3861.8906624,4.23,79.474,91.96217,4.8946824,,30.0,,,,,,61.05,,
MAHSCOOTER.NS,MAHSCOOTER,2026-09-01T05:00:39.468936,13676.0,15629.7101312,243.79,24180.45,56.09746,0.5655809,,,,,,,,51.0,,
MAHSEAMLES.NS,MAHSEAMLES,2026-09-01T05:00:40.585985,655.4,8782.311424,54.99,512.908,11.91853,1.277812,,3.0,,,,,,59.8,,
MAITHANALL.NS,MAITHANALL,2026-09-01T05:00:41.761140,982.6,2860.5007872,99.79,1424.953,9.846678,0.6895666,,17.0,,,,,,70.69,,
MAJESAUT.NS,MAJESAUT,2026-09-01T05:00:42.945211,352.0,365.9912192,92.98,642.955,3.7857602,0.5474722,,-10.0,,,,,,75.0,,
MALLCOM.NS,MALLCOM,2026-09-01T05:00:44.153064,976.15,609.1175936,42.9,510.25,22.75408,1.9130819,,12.0,,,,,,74.54,,
MALUPAPER.NS,MALUPAPER,2026-09-01T05:00:45.394828,31.15,54.4330816,,,,,,,,,,,,68.49,,
MAMATA.NS,MAMATA,2026-09-01T05:00:46.512098,400.25,984.927232,3.64,75.208,109.958786,5.321907,,,,,,,,62.45,,
MANAKALUCO.NS,MANAKALUCO,2026-09-01T05:00:47.634735,38.61,253.0269696,1.34,21.56,28.813433,1.7908164,,,,,,,,64.51,,
MANAKCOAT.NS,MANAKCOAT,2026-09-01T05:00:48.788986,122.1,1302.001664,4.23,42.869,28.865248,2.848212,,,,,,,,64.53,,
MANAKSIA.NS,MANAKSIA,2026-09-01T05:00:49.958324,58.69,384.6193152,9.59,110.383,6.1199164,0.5316942,,11.0,,,,,,62.95,,
MANAKSTEEL.NS,MANAKSTEEL,2026-09-01T05:00:51.144208,104.49,684.7652352,8.56,49.768,12.206775,2.0995417,,,,,,,,64.92,,
MANALIPETC.NS,MANALIPETC,2026-09-01T05:00:52.268470,86.92,1495.0172672,10.47,74.575,8.301814,1.1655381,,,,,,,,44.82,,
MANAPPURAM.NS,MANAPPURAM,2026-09-01T05:00:53.480943,340.65,31998.4861184,16.36,170.873,20.822126,1.9935858,11.0,,,,,,,34.45,,
MANBA.NS,MANBA,2026-09-01T05:00:54.654723,129.87,652.4591616,9.73,81.39,13.34738,1.5956506,,,,,,,,74.98,,
MANCREDIT.NS,MANCREDIT,2026-09-01T05:00:55.772723,235.75,497.7622016,7.26,81.792,32.47245,2.8823113,7.0,,,,,,,41.32,,
MANGALAM.NS,MANGALAM,2026-09-01T05:00:56.929493,30.64,48.4977504,,65.122,,0.4705015,,,,,,,,50.76,,
MANGLMCEM.NS,MANGLMCEM,2026-09-01T05:00:58.096921,1106.0,3041.201152,41.77,355.414,26.478333,3.1118639,,,,,,,,13.28,,
MANINDS.NS,MANINDS,2026-09-01T05:00:59.212075,750.85,5632.0933888,27.19,287.233,27.614931,2.6140797,,,,,,,,,,
MANINFRA.NS,MANINFRA,2026-09-01T05:01:00.065102,124.79,5037.3541888,5.36,56.146,23.281715,2.2225983,,8.0,,,,,,62.04,,
MANIPALHOS.NS,MANIPALHOS,2026-09-01T05:01:01.241602,771.8,101520.8083456,5.02,71.422,153.74503,10.806194,,,,,,,,72.08,,
MANKIND.NS,MANKIND,2026-09-01T05:01:02.416321,2367.9,97793.31072,49.33,394.845,48.001213,5.9970365,,,,,,,,74.88,,
MANOMAY.NS,MANOMAY,2026-09-01T05:01:03.578884,224.28,404.797056,11.16,94.766,20.096775,2.3666716,,,,,,,,58.38,,
MANORAMA.NS,MANORAMA,2026-09-01T05:01:04.685949,1866.7,11783.0565888,42.89,114.243,43.522964,16.339731,,,,,,,,61.03,,
MANORG.NS,MANORG,2026-09-01T05:01:05.824667,513.95,440.1694208,23.85,349.39,21.549267,1.4709923,,,,,,,,46.89,,
MANUGRAPH.NS,MANUGRAPH,2026-09-01T05:01:06.977231,15.25,47.7893824,1.83,19.082,8.333333,0.7991825,,21.0,,,,,,57.51,,
MANYAVAR.NS,MANYAVAR,2026-09-01T05:01:08.132009,548.1,13317.5820288,15.89,80.943,34.49339,6.7714314,,,,,,,,84.91,,
MAPMYINDIA.NS,MAPMYINDIA,2026-09-01T05:01:09.292277,1008.3,5521.5570944,25.13,165.254,40.12336,6.1015162,,,,,,,,53.73,,
MARALOVER.NS,MARALOVER,2026-09-01T05:01:10.557231,54.5,226.2185984,5.26,26.705,10.361217,2.0408163,,,,,,,,74.95,,
MARATHON.NS,MARATHON,2026-09-01T05:01:11.690337,423.0,2852.9045504,30.6,343.511,13.823529,1.2314017,,,,,,,,75.0,,
MARICO.NS,MARICO,2026-09-01T05:01:12.848053,833.8,108075.1947776,14.51,32.431,57.463818,25.709969,,38.0,,,,,,59.72,,
MARINE.NS,MARINE,2026-09-01T05:01:14.048845,429.5,5697.972224,4.6,35.47,93.36957,12.108824,,23.0,,,,,,73.52,,
MARKOLINES.NS,MARKOLINES,2026-09-01T05:01:15.201995,173.5,382.4099584,12.14,91.727,14.291597,1.8914824,,,,,,,,73.16,,
MARKSANS.NS,MARKSANS,2026-09-01T05:01:16.355562,318.5,14433.2652544,11.41,66.712,27.91411,4.774254,,44.0,,,,,,48.25,,
MARSONS.NS,MARSONS,2026-09-01T05:01:17.604283,126.95,2182.055936,2.57,12.605,49.334633,10.058707,,,,,,,,24.18,,
MARUTI.NS,MARUTI,2026-09-01T05:01:19.186713,13415.0,421771.0313472,456.12,3408.267,29.41112,3.9360178,,19.0,,,,,,56.21,,
MASFIN.NS,MASFIN,2026-09-01T05:01:20.358795,302.1,5481.7067008,21.74,164.112,13.896045,1.840816,44.0,,,,,,,73.32,,
MASKINVEST.NS,MASKINVEST,2026-09-01T05:01:21.538834,159.0,48.5188512,0.25,195.457,636.0,0.8134782,,,,,,,,74.04,,
MASTEK.NS,MASTEK,2026-09-01T05:01:22.643603,1788.3,5544.8702976,133.86,997.283,13.35948,1.793172,,5.0,,,,,,49.22,,
MASTERTR.NS,MASTERTR,2026-09-01T05:01:23.833073,82.39,1013.5287808,11.0,67.963,7.49,1.2122773,,10.0,,,,,,71.62,,
MATRIMONY.NS,MATRIMONY,2026-09-01T05:01:25.086576,523.1,1081.4251008,21.27,99.872,24.593323,5.237704,,70.0,,,,,,50.34,,
MAWANASUG.NS,MAWANASUG,2026-09-01T05:01:26.267593,147.29,576.1522688,7.04,134.129,20.921875,1.0981219,,-34.0,,,,,,69.88,,
MAXESTATES.NS,MAXESTATES,2026-09-01T05:01:27.434896,508.05,8307.298304,0.72,148.056,705.62494,3.4314718,,,,,,,,49.51,,
MAXHEALTH.NS,MAXHEALTH,2026-09-01T05:01:28.585352,1009.2,98223.06304,14.91,110.433,67.68612,9.138573,,,,,,,,70.46,,
MAXIND.NS,MAXIND,2026-09-01T05:01:29.794493,150.37,846.8940288,,77.738,,1.9343178,,,,,,,,40.89,,
MAYURUNIQ.NS,MAYURUNIQ,2026-09-01T05:01:30.950683,771.9,3354.1062656,47.7,260.667,16.18239,2.9612496,,,,,,,,61.19,,
MAZDA.NS,MAZDA,2026-09-01T05:01:32.178705,250.0,500.6249984,14.72,148.304,16.983696,1.6857266,,,,,,,,40.5,,
MAZDOCK.NS,MAZDOCK,2026-09-01T05:01:33.294441,2480.0,100038.2398464,66.46,241.829,37.315678,10.25518,,,,,,,,84.83,,
MBAPL.NS,MBAPL,2026-09-01T05:01:34.463470,161.37,7070.179328,3.45,12.546,46.77391,12.862267,,,,,,,,60.58,,
MBEL.NS,MBEL,2026-09-01T05:01:35.570921,267.2,1527.3345024,17.56,115.841,15.216402,2.3066099,,,,,,,,70.54,,
MBLINFRA.NS,MBLINFRA,2026-09-01T05:01:36.694098,23.44,365.380992,,64.411,,0.363913,,15.0,,,,,,47.9,,
MCCHRLS-B.NS,MCCHRLS-B,2026-09-01T05:01:37.886605,695.95,,,,,,,14.0,,,,,,81.66,,
MCL.NS,MCL,2026-09-01T05:01:39.043559,57.85,157.0210944,1.65,18.486,35.060604,3.129395,,,,,,,,73.04,,
MCLEODRUSS.NS,MCLEODRUSS,2026-09-01T05:01:40.157252,49.56,517.6826368,,,,,,4.0,,,,,,49.89,,
MCLOUD.NS,MCLOUD,2026-09-01T05:01:41.363401,27.12,1597.55008,1.69,11.708,16.047337,2.316365,,,,,,,,64.16,,
MCX.NS,MCX,2026-09-01T05:01:42.570829,3325.1,84628.4849152,60.31,165.341,55.133476,20.11056,,10.0,,,,,,,,
MEDANTA.NS,MEDANTA,2026-09-01T05:01:43.758570,1492.6,40108.9757184,20.61,147.471,72.42115,10.121312,,,,,,,,33.08,,
MEDIASSIST.NS,MEDIASSIST,2026-09-01T05:01:44.917182,334.45,2498.4031232,12.68,115.058,26.376183,2.906795,,,,,,,,38.91,,
MEDICAMEQ.NS,MEDICAMEQ,2026-09-01T05:01:46.074149,268.65,364.3650048,7.39,234.322,36.35318,1.1464992,,,,,,,,,,
MEDICO.NS,MEDICO,2026-09-01T05:01:46.910165,41.99,348.4498176,1.66,9.15,25.295183,4.5890713,,,,,,,,73.34,,
MEDPLUS.NS,MEDPLUS,2026-09-01T05:01:48.072167,667.15,8011.6457472,17.52,164.554,38.079338,4.054292,,,,,,,,40.43,,
MEESHO.NS,MEESHO,2026-09-01T05:01:49.296209,204.84,94735.8007296,,9.493,,21.578005,,,,,,,,16.57,,
MEGASTAR.NS,MEGASTAR,2026-09-01T05:01:50.417055,314.9,355.6386048,8.6,90.9,36.616276,3.4642463,,,,,,,,68.07,,
MEIL.NS,MEIL,2026-09-01T05:01:51.569641,284.05,784.8336384,18.83,216.691,15.08497,1.3108528,,,,,,,,74.79,,
MENNPIS.NS,MENNPIS,2026-09-01T05:01:52.720230,73.17,,5.11,15.933,14.318982,4.5923553,,,,,,,,74.37,,
MENONBE.NS,MENONBE,2026-09-01T05:01:53.843575,289.0,1619.5560448,7.86,33.074,36.768448,8.737981,,,,,,,,74.67,,
MEP.NS,MEP,2026-09-01T05:01:55.012199,0.74,13.575008,,,,,,9.0,,,,,,69.52,,
MERCANTILE.NS,MERCANTILE,2026-09-01T05:01:56.221377,25.2,,0.66,24.09,38.181816,1.0460773,,2.67,,,,,,61.7,,
MERCURYEV.NS,MERCURYEV,2026-09-01T05:01:57.412078,38.89,738.8051968,0.24,14.574,162.04167,2.6684506,,,,,,,,42.16,,
METROBRAND.NS,METROBRAND,2026-09-01T05:01:58.544613,920.05,25079.8948352,14.89,73.156,61.78979,12.576549,,39.0,,,,,,74.27,,
METROGLOBL.NS,METROGLOBL,2026-09-01T05:01:59.705871,138.97,171.410816,18.71,330.989,7.4275794,0.4198629,,13.0,,,,,,59.31,,
METROPOLIS.NS,METROPOLIS,2026-09-01T05:02:00.990045,582.0,12068.868096,9.77,72.984,59.57011,7.9743505,,28.0,,,,,,56.9,,
MFML.NS,MFML,2026-09-01T05:02:02.159235,18.99,20.1679024,,91.989,,0.20643772,,,,,,,,64.8,,
MFSL.NS,MFSL,2026-09-01T05:02:03.273473,1539.9,52864.5750784,3.13,79.699,491.98083,19.321447,,13.0,,,,,,30.42,,
MGEL.NS,MGEL,2026-09-01T05:02:04.491848,14.2,467.9689216,1.43,7.548,9.93007,1.881293,,,,,,,,70.98,,
MGL.NS,MGL,2026-09-01T05:02:05.628863,1087.9,10742.0827648,72.44,650.7,15.0124235,1.671277,,,,,,,,65.0,,
MHLXMIRU.NS,MHLXMIRU,2026-09-01T05:02:07.163056,175.35,186.2265344,21.75,85.391,8.062069,2.0534952,,,,,,,,62.04,,
MHRIL.NS,MHRIL,2026-09-01T05:02:08.293420,209.0,4215.0449152,2.62,38.571,79.770996,5.4185786,,17.0,,,,,,67.5,,
MICEL.NS,MICEL,2026-09-01T05:02:09.481892,39.02,940.4270592,,8.957,,4.3563695,,1.0,,,,,,16.0,,
MIDHANI.NS,MIDHANI,2026-09-01T05:02:10.696677,422.5,7915.1153152,7.23,81.811,58.43707,5.1643424,,,,,,,,74.0,,
MIDWESTLTD.NS,MIDWESTLTD,2026-09-01T05:02:11.903653,1046.9,3785.6759808,30.65,277.167,34.15661,3.7771454,,,,,,,,77.13,,
MINDACORP.NS,MINDACORP,2026-09-01T05:02:13.028142,718.7,16915.3888256,20.94,112.117,34.321873,6.4102683,,16.0,,,,,,65.33,,
MINDTECK.NS,MINDTECK,2026-09-01T05:02:14.201168,173.5,554.4057344,9.74,95.002,17.813143,1.8262774,,18.0,,,,,,64.73,,
MIRZAINT.NS,MIRZAINT,2026-09-01T05:02:15.369668,31.83,439.8966784,,40.723,,0.7816222,,18.0,,,,,,70.87,,
MITCON.NS,MITCON,2026-09-01T05:02:16.526885,78.41,138.6274944,6.17,108.327,12.708266,0.72382694,,,,,,,,,,
MITTAL.NS,MITTAL,2026-09-01T05:02:17.687498,0.83,36.8437632,0.05,14.487,16.599998,0.05729274,,,,,,,,70.21,,
MKPL.NS,MKPL,2026-09-01T05:02:18.793569,4.09,154.2859264,0.13,2.011,31.46154,2.0338142,,,,,,,,64.95,,
MMFL.NS,MMFL,2026-09-01T05:02:19.949192,661.75,3195.0348288,35.17,201.986,18.815754,3.2762172,,15.0,,,,,,56.41,,
MMP.NS,MMP,2026-09-01T05:02:21.140758,386.15,980.921856,19.73,136.344,19.571718,2.8321745,,,,,,,,73.42,,
MMTC.NS,MMTC,2026-09-01T05:02:22.311050,62.89,9433.5000576,2.97,14.134,21.175083,4.4495544,,6.0,,,,,,89.93,,
MMWL.NS,MMWL,2026-09-01T05:02:23.470106,14.3,1619.8214656,0.06,0.591,238.33334,24.196278,,-27.0,,,,,,60.72,,
MOBIKWIK.NS,MOBIKWIK,2026-09-01T05:02:24.630982,191.8,1510.3659008,,68.837,,2.7862923,,,,,,,,25.18,,
MODINATUR.NS,MODINATUR,2026-09-01T05:02:25.782846,344.8,458.8045312,39.35,129.363,8.762389,2.6653678,,,,,,,,73.81,,
MODIRUBBER.NS,MODIRUBBER,2026-09-01T05:02:26.944242,131.0,328.030976,0.01,270.136,13100.0,0.48494095,,10.55,,,,,,62.69,,
MODIS.NS,MODIS,2026-09-01T05:02:28.214455,378.95,742.4085504,15.78,79.965,24.014576,4.738949,,,,,,,,70.2,,
MODISONLTD.NS,MODISONLTD,2026-09-01T05:02:29.336437,499.45,1620.7153152,31.29,84.64,15.961968,5.9008746,,,,,,,,51.65,,
MODTHREAD.NS,MODTHREAD,2026-09-01T05:02:30.558261,52.0,180.8308352,5.2,,10.0,,,,,,,,,65.1,,
MOHITIND.NS,MOHITIND,2026-09-01T05:02:31.683802,25.2,35.6770912,,70.001,,0.35999486,,,,,,,,,,
MOIL.NS,MOIL,2026-09-01T05:02:32.529309,254.3,5174.6291712,14.93,133.103,17.03282,1.9105506,,,,,,,,65.58,,
MOKSH.NS,MOKSH,2026-09-01T05:02:33.678996,10.41,87.1826752,1.25,15.46,8.328,0.6733506,,,,,,,,72.21,,
MOL.NS,MOL,2026-09-01T05:02:34.913241,66.02,1678.9823488,2.53,61.551,26.09486,1.0726064,,,,,,,,49.41,,
MOLDTECH.NS,MOLDTECH,2026-09-01T05:02:36.096950,197.5,568.9010688,6.4,44.879,30.859375,4.4007215,,29.0,,,,,,49.4,,
MOLDTKPAC.NS,MOLDTKPAC,2026-09-01T05:02:37.312018,710.95,2362.4097792,22.88,207.59,31.07299,3.4247797,,,,,,,,35.84,,
MONARCH.NS,MONARCH,2026-09-01T05:02:38.472117,375.85,2980.8037888,22.78,122.604,16.499123,3.0655608,,18.0,,,,,,65.78,,
MONEYBOXX.NS,MONEYBOXX,2026-09-01T05:02:39.628259,56.67,395.6087296,0.19,42.434,298.26315,1.3354857,,,,,,,,64.49,,
MONTECARLO.NS,MONTECARLO,2026-09-01T05:02:40.786280,536.0,1111.238656,50.56,437.627,10.601266,1.2247872,,,,,,,,64.66,,
MOREPENLAB.NS,MOREPENLAB,2026-09-01T05:02:41.959113,108.55,5948.0379392,2.56,22.167,42.402348,4.8969193,,3.0,,,,,,34.54,,
MOSCHIP.NS,MOSCHIP,2026-09-01T05:02:43.126672,218.14,4250.4695808,1.38,21.084,158.07246,10.346234,,-44.0,,,,,,64.37,,
MOTHERSON.NS,MOTHERSON,2026-09-01T05:02:44.366925,167.14,176018.9874176,4.16,38.912,40.177887,4.2953334,,25.0,,,,,,63.1,,
MOTILALOFS.NS,MOTILALOFS,2026-09-01T05:02:45.549851,1033.0,62219.9963648,32.29,214.138,31.991327,4.823992,,14.0,,,,,,70.86,,
MOTISONS.NS,MOTISONS,2026-09-01T05:02:46.722126,16.27,1850.7231232,0.68,4.809,23.926472,3.3832397,,,,,,,,66.0,,
MOTOGENFIN.NS,MOTOGENFIN,2026-09-01T05:02:47.881972,28.6,111.5907072,38.43,57.403,0.74421024,0.4982318,,,,,,,,63.08,,
MPHASIS.NS,MPHASIS,2026-09-01T05:02:49.093824,2488.2,47479.0985728,99.92,594.057,24.901922,4.188487,,16.0,,,,,,60.41,,
MPSLTD.NS,MPSLTD,2026-09-01T05:02:50.336329,2683.2,4554.8744704,110.87,351.409,24.201315,7.635547,,49.0,,,,,,67.77,,
MRF.NS,MRF,2026-09-01T05:02:51.701584,133425.0,56587.452416,5705.86,49454.97,23.383856,2.6979089,,27.0,,,,,,27.37,,
MRPL.NS,MRPL,2026-09-01T05:02:52.873510,176.03,30850.9966336,17.92,81.305,9.823103,2.1650574,,-10.0,,,,,,88.58,,
MSPL.NS,MSPL,2026-09-01T05:02:54.039879,35.22,1996.2578944,0.63,18.176,55.904766,1.9377201,,-2.0,,,,,,71.9,,
MSTCLTD.NS,MSTCLTD,2026-09-01T05:02:55.195050,745.6,5249.024,33.27,128.408,22.41058,5.8064914,,14.0,,,,,,64.75,,
MSUMI.NS,MSUMI,2026-09-01T05:02:56.409145,37.05,24570.3081984,0.94,3.26,39.414894,11.36503,,,,,,,,61.73,,
MTARTECH.NS,MTARTECH,2026-09-01T05:02:57.518454,6925.0,21301.0169856,43.38,267.49,159.63577,25.888819,,,,,,,,50.25,,
MTEDUCARE.NS,MTEDUCARE,2026-09-01T05:02:58.733518,1.86,13.4344192,,,,,,36.6,,,,,,42.78,,
MTNL.NS,MTNL,2026-09-01T05:02:59.942808,26.78,1687.1400448,,,,,,-8.0,,,,,,56.93,,
MUFIN.NS,MUFIN,2026-09-01T05:03:01.106783,136.29,2700.7522816,2.14,32.655,63.68691,4.1736336,7.0,,,,,,,64.91,,
MUFTI.NS,MUFTI,2026-09-01T05:03:02.233519,74.43,486.7282944,6.63,67.1,11.226244,1.1092399,,,,,,,,55.24,,
MUKANDLTD.NS,MUKANDLTD,2026-09-01T05:03:03.384078,137.01,1979.7336064,43.78,105.355,3.129511,1.3004602,,7.0,,,,,,71.68,,
MUKKA.NS,MUKKA,2026-09-01T05:03:04.562495,25.19,755.7000192,2.32,16.705,10.857759,1.5079318,,,,,,,,73.33,,
MUKTAARTS.NS,MUKTAARTS,2026-09-01T05:03:05.721239,56.05,126.5900416,,,,,,0.0,,,,,,70.37,,
MUNJALAU.NS,MUNJALAU,2026-09-01T05:03:06.948781,117.37,1173.6999936,5.02,44.755,23.380478,2.6225002,,,,,,,,74.81,,
