ticker,symbol,updated_date,price,market_cap_cr,eps,book_value,pe,pb,roe,roce,dividend_yield,debt_to_equity,sales_cr,profit_growth_3yr,sales_growth_3yr,promoter_holding,pledged_pct,error
DSFCL.NS,DSFCL,2026-09-01T04:47:02.786514,26.3,228.7894272,,24.255,,1.0843126,,,,,,,,50.11,,
DSKULKARNI.NS,DSKULKARNI,2026-09-01T04:47:03.890789,18.31,18.31,,,,,,,,,,,,49.98,,
DSSL.NS,DSSL,2026-09-01T04:47:05.012182,1044.2,1330.0058112,66.76,248.47,15.641101,4.2025194,,,,,,,,36.37,,
DTIL.NS,DTIL,2026-09-01T04:47:06.187419,159.01,167.078592,,503.917,,0.315548,,,,,,,,66.25,,
DUCON.NS,DUCON,2026-09-01T04:47:07.350566,1.87,60.761088,0.22,7.454,8.5,0.25087202,,,,,,,,60.17,,
DVL.NS,DVL,2026-09-01T04:47:08.609812,282.45,989.274112,53.97,938.644,5.2334633,0.30091283,,-1.0,,,,,,72.3,,
DWARKESH.NS,DWARKESH,2026-09-01T04:47:09.773682,50.63,938.1813248,0.78,44.722,64.91026,1.132105,,,,,,,,41.87,,
DYCL.NS,DYCL,2026-09-01T04:47:10.915070,505.1,2447.6459008,18.82,94.357,26.83847,5.353074,,,,,,,,73.45,,
DYNAMATECH.NS,DYNAMATECH,2026-09-01T04:47:12.035288,11802.0,8015.2608768,62.9,1168.799,187.63115,10.097545,,15.0,,,,,,50.2,,
DYNPRO.NS,DYNPRO,2026-09-01T04:47:13.209768,226.6,281.627264,16.34,196.908,13.867809,1.1507913,,18.0,,,,,,39.64,,
E2E.NS,E2E,2026-09-01T04:47:14.376696,632.0,12984.938496,2.77,84.048,228.15884,7.519513,,,,,,,,58.38,,
EASEMYTRIP.NS,EASEMYTRIP,2026-09-01T04:47:15.528901,6.12,2225.754112,,2.36,,2.5932205,,,,,,,,74.9,,
EASTSILK.NS,EASTSILK,2026-09-01T04:47:17.137390,64.0,32.0,,71.65,,0.893231,,,,,,,,51.28,,
EBGNG.NS,EBGNG,2026-09-01T04:47:18.254735,615.1,7012.8484352,11.43,66.523,53.814518,9.246426,,,,,,,,78.71,,
ECLERX.NS,ECLERX,2026-09-01T04:47:19.381240,1906.9,17548.2994688,77.24,276.885,24.687986,6.886975,,46.0,,,,,,50.28,,
ECOSMOBLTY.NS,ECOSMOBLTY,2026-09-01T04:47:20.554803,114.94,689.6400384,9.81,44.277,11.716616,2.59593,,,,,,,,67.75,,
EDELWEISS.NS,EDELWEISS,2026-09-01T04:47:21.709622,127.42,12060.7064064,7.45,48.843,17.103355,2.6087668,,11.0,,,,,,36.92,,
EFCIL.NS,EFCIL,2026-09-01T04:47:22.900172,202.69,2998.7207168,18.32,58.857,11.063865,3.4437706,,,,,,,,74.96,,
EICHERMOT.NS,EICHERMOT,2026-09-01T04:47:24.165070,8040.5,220729.18016,210.34,915.015,38.226208,8.787288,,28.0,,,,,,50.58,,
EIDPARRY.NS,EIDPARRY,2026-09-01T04:47:25.397295,799.4,14225.7782784,26.01,494.275,30.734333,1.6173184,,11.0,,,,,,45.27,,
EIEL.NS,EIEL,2026-09-01T04:47:26.567386,194.19,3408.6170624,10.3,70.273,18.853397,2.7633657,,,,,,,,70.09,,
EIFFL.NS,EIFFL,2026-09-01T04:47:27.714322,290.05,719.3239552,1.99,30.99,145.75377,9.35947,,,,,,,,73.5,,
EIHAHOTELS.NS,EIHAHOTELS,2026-09-01T04:47:28.823421,299.15,1822.9092352,14.43,98.859,20.731115,3.026027,,,,,,,,75.0,,
EIHOTEL.NS,EIHOTEL,2026-09-01T04:47:29.942591,284.45,17788.4839936,11.38,84.147,24.995607,3.3803937,,6.0,,,,,,35.25,,
EIMCOELECO.NS,EIMCOELECO,2026-09-01T04:47:31.107742,2158.0,1244.8175104,68.74,810.464,31.393658,2.6626723,,,,,,,,74.06,,
EKC.NS,EKC,2026-09-01T04:47:32.326239,107.08,1201.5198208,11.17,124.741,9.586392,0.8584187,,-3.0,,,,,,66.06,,
ELANTAS.NS,ELANTAS,2026-09-01T04:47:33.538677,11529.0,9139.8242304,223.76,1392.583,51.523956,8.27886,,,,,,,,75.0,,
ELCIDIN.NS,ELCIDIN,2026-09-01T04:47:34.700490,108990.0,,,433672.47,,0.2513187,,23.0,,,,,,74.88,,
ELDEHSG.NS,ELDEHSG,2026-09-01T04:47:35.838910,778.25,765.2532224,37.88,406.471,20.545141,1.9146507,,13.0,,,,,,54.83,,
ELECON.NS,ELECON,2026-09-01T04:47:37.003070,413.25,9273.327616,10.5,102.756,39.357143,4.021663,,10.0,,,,,,58.58,,
ELECTCAST.NS,ELECTCAST,2026-09-01T04:47:38.186711,85.39,5278.6782208,1.95,95.818,43.78974,0.89116865,,6.0,,,,,,53.01,,
ELECTHERM.NS,ELECTHERM,2026-09-01T04:47:39.432270,1007.9,1284.3482112,,,,,,-20.0,,,,,,29.57,,
ELGIEQUIP.NS,ELGIEQUIP,2026-09-01T04:47:40.602964,628.4,19809.7747968,14.15,70.8,44.409897,8.875706,,8.0,,,,,,31.9,,
ELGIRUBCO.NS,ELGIRUBCO,2026-09-01T04:47:41.776619,59.1,295.7954816,,15.124,,3.9076965,,-2.0,,,,,,62.64,,
ELIN.NS,ELIN,2026-09-01T04:47:42.978027,99.0,492.1212928,,116.697,,0.8483509,,,,,,,,32.97,,
ELITECON.NS,ELITECON,2026-09-01T04:47:44.137765,11.16,,,2.477,,4.5054502,,,,,,,,14.15,,
ELLEN.NS,ELLEN,2026-09-01T04:47:45.269175,315.8,4450.7459584,8.6,69.332,36.72093,4.554895,,,,,,,,29.65,,
ELPROINTL.NS,ELPROINTL,2026-09-01T04:47:46.635470,174.5,2957.4109184,,119.881,22.900263,1.4556102,,5.0,,,,,,65.65,,
EMAMILTD.NS,EMAMILTD,2026-09-01T04:47:47.979413,364.55,15912.607744,17.15,66.987,21.25656,5.4421005,,61.0,,,,,,72.74,,
EMAMIPAP.NS,EMAMIPAP,2026-09-01T04:47:49.222106,110.2,666.6994688,13.57,79.318,8.120854,1.3893441,,,,,,,,74.97,,
EMAMIREAL.NS,EMAMIREAL,2026-09-01T04:47:50.324400,68.5,356.432128,,,,,,10.0,,,,,,58.06,,
EMBDL.NS,EMBDL,2026-09-01T04:47:51.504485,61.61,8563.9962624,,71.012,,0.86759984,,6.0,,,,,,50.35,,
EMCURE.NS,EMCURE,2026-09-01T04:47:52.716111,1847.2,35037.7148416,53.28,261.124,34.66967,7.0740337,,,,,,,,77.92,,
EMIL.NS,EMIL,2026-09-01T04:47:53.871763,178.41,6864.3028992,5.36,42.153,33.285446,4.232439,,,,,,,,77.97,,
EMKAY.NS,EMKAY,2026-09-01T04:47:55.090204,259.5,718.1813248,6.77,145.355,38.33087,1.7852844,,19.0,,,,,,73.24,,
EMMBI.NS,EMMBI,2026-09-01T04:47:56.263187,91.45,175.9520768,4.51,103.387,20.27716,0.88454056,,,,,,,,57.78,,
EMMVEE.NS,EMMVEE,2026-09-01T04:47:57.424945,319.85,22144.65536,18.41,53.393,17.37371,5.9904857,,,,,,,,80.03,,
EMPOWER.NS,EMPOWER,2026-09-01T04:47:58.611616,2.01,233.9235072,0.16,2.775,12.5625,0.7243243,,,,,,,,15.02,,
EMSLIMITED.NS,EMSLIMITED,2026-09-01T04:47:59.818209,375.65,2086.0147712,12.28,190.058,30.590391,1.976502,,,,,,,,69.7,,
EMUDHRA.NS,EMUDHRA,2026-09-01T04:48:00.969408,541.85,4445.5284736,13.88,111.055,39.03818,4.8791137,,,,,,,,57.7,,
ENDURANCE.NS,ENDURANCE,2026-09-01T04:48:02.193965,2878.8,40494.022656,68.84,486.327,41.818714,5.919474,,22.0,,,,,,82.5,,
ENERGYDEV.NS,ENERGYDEV,2026-09-01T04:48:03.374230,15.87,75.3825024,,0.824,,19.259708,,6.12,,,,,,32.76,,
ENGINERSIN.NS,ENGINERSIN,2026-09-01T04:48:04.532748,280.85,15784.96,13.96,55.825,20.118195,5.0309,,16.0,,,,,,59.37,,
ENIL.NS,ENIL,2026-09-01T04:48:05.718866,101.67,484.665088,,158.975,,0.6395345,,19.0,,,,,,71.15,,
ENRIN.NS,ENRIN,2026-09-01T04:48:06.895058,3201.4,114008.4178944,41.66,135.117,76.845894,23.693539,,,,,,,,75.0,,
ENTERO.NS,ENTERO,2026-09-01T04:48:07.996899,1808.3,7870.2772224,28.76,388.089,62.875523,4.6594987,,,,,,,,52.44,,
EPACK.NS,EPACK,2026-09-01T04:48:09.157963,185.94,1789.2724736,,119.049,,1.5618778,,,,,,,,48.11,,
EPACKPEB.NS,EPACKPEB,2026-09-01T04:48:10.376234,220.65,2220.423168,9.41,73.122,23.44846,3.0175595,,,,,,,,65.06,,
EPIGRAL.NS,EPIGRAL,2026-09-01T04:48:11.609157,1224.0,5280.499712,62.75,514.919,19.505976,2.3770728,,,,,,,,71.18,,
EPL.NS,EPL,2026-09-01T04:48:12.789599,240.95,7717.5717888,12.08,89.425,19.946192,2.6944366,,16.0,,,,,,57.07,,
EQUIPPP.NS,EQUIPPP,2026-09-01T04:48:13.985417,21.28,219.3866496,0.18,0.972,118.22222,21.893005,,,,,,,,35.67,,
EQUITASBNK.NS,EQUITASBNK,2026-09-01T04:48:15.136699,73.94,8457.969664,4.46,53.564,16.578476,1.3804048,,,,,,,,81.98,,
ERIS.NS,ERIS,2026-09-01T04:48:16.261354,1294.3,17936.8394752,46.94,285.483,27.5735,4.53372,,47.0,,,,,,55.93,,
ESABINDIA.NS,ESABINDIA,2026-09-01T04:48:17.500351,6044.5,9304.3105792,144.19,278.945,41.920383,21.669146,,,,,,,,73.72,,
ESAFSFB.NS,ESAFSFB,2026-09-01T04:48:18.624692,42.12,2173.4682624,,34.645,,1.2157598,,,,,,,,63.39,,
ESCORTS.NS,ESCORTS,2026-09-01T04:48:19.745758,3016.5,33189.7634816,125.75,1105.924,23.988071,2.7275836,,7.0,,,,,,42.98,,
ESSARSHPNG.NS,ESSARSHPNG,2026-09-01T04:48:20.936514,16.59,344.8804352,4.4,,3.7704544,,,0.0,,,,,,74.37,,
ESSENTIA.NS,ESSENTIA,2026-09-01T04:48:22.092778,1.05,184.3047296,,1.341,,,,,,,,,,59.39,,
ESTER.NS,ESTER,2026-09-01T04:48:23.302074,92.46,964.3119616,,80.52,,1.1482862,,56.0,,,,,,59.14,,
ETERNAL.NS,ETERNAL,2026-09-01T04:48:24.478861,327.15,301154.435072,0.46,33.829,711.1956,9.670697,,,,,,,,,,
ETHOSLTD.NS,ETHOSLTD,2026-09-01T04:48:25.721757,2889.8,7732.4378112,38.81,556.071,74.46019,5.196819,,,,,,,,64.67,,
EUREKAFORB.NS,EUREKAFORB,2026-09-01T04:48:26.931865,424.9,8222.1047808,9.28,237.693,45.78664,1.7876,,,,,,,,73.85,,
EUROBOND.NS,EUROBOND,2026-09-01T04:48:28.142919,150.99,369.925504,10.45,65.368,14.448805,2.309846,,,,,,,,60.61,,
EUROPRATIK.NS,EUROPRATIK,2026-09-01T04:48:29.252182,263.55,2693.4808576,8.42,30.262,31.300474,8.708941,,,,,,,,70.49,,
EUROTEXIND.NS,EUROTEXIND,2026-09-01T04:48:30.431899,13.99,16.4471328,,,,,,,,,,,,70.99,,
EVEREADY.NS,EVEREADY,2026-09-01T04:48:31.545892,328.4,2387.0496768,24.54,85.702,13.382233,3.8318822,,11.0,,,,,,44.05,,
EVERESTIND.NS,EVERESTIND,2026-09-01T04:48:32.716745,416.5,660.3921408,,311.88,,1.3354495,,12.0,,,,,,48.76,,
EXCELINDUS.NS,EXCELINDUS,2026-09-01T04:48:34.004978,1038.6,1305.5920128,56.8,1354.894,18.285212,0.7665544,,24.0,,,,,,52.38,,
EXCELSOFT.NS,EXCELSOFT,2026-09-01T04:48:35.179976,70.01,805.7042432,4.06,50.252,17.243843,1.3931785,,,,,,,,59.08,,
EXICOM.NS,EXICOM,2026-09-01T04:48:36.340255,160.8,2236.4028928,,48.326,,3.3274014,,,,,,,,69.57,,
EXIDEIND.NS,EXIDEIND,2026-09-01T04:48:37.494003,439.05,37319.2491008,10.96,163.586,40.059307,2.6839094,,23.0,,,,,,45.99,,
EXPLEOSOL.NS,EXPLEOSOL,2026-09-01T04:48:38.685093,859.5,1333.9215872,88.71,500.209,9.688874,1.7182817,,29.0,,,,,,53.88,,
EXXARO.NS,EXXARO,2026-09-01T04:48:39.867353,6.77,302.897024,0.09,5.928,75.22222,1.1420377,,,,,,,,42.07,,
FABTECH.NS,FABTECH,2026-09-01T04:48:41.070827,147.95,657.6494592,10.89,109.435,13.585858,1.3519441,,,,,,,,68.94,,
FACT.NS,FACT,2026-09-01T04:48:42.203274,817.5,52898.136064,,21.183,,38.592266,,,,,,,,90.0,,
FAIRCHEMOR.NS,FAIRCHEMOR,2026-09-01T04:48:43.422991,674.0,848.9637888,11.36,208.83,59.330986,3.2275057,,,,,,,,74.06,,
FAZE3Q.NS,FAZE3Q,2026-09-01T04:48:44.583810,486.85,1195.2052224,12.52,185.997,38.88578,2.6175156,,,,,,,,41.33,,
FCL.NS,FCL,2026-09-01T04:48:45.748644,49.43,5756.1276416,0.27,10.609,183.07407,4.6592517,,21.0,,,,,,72.36,,
FCSSOFT.NS,FCSSOFT,2026-09-01T04:48:46.933435,1.48,253.0138624,0.02,2.435,74.0,0.60780287,,-8.28,,,,,,19.65,,
FDC.NS,FDC,2026-09-01T04:48:48.093504,337.1,5488.3278848,17.98,152.621,18.74861,2.2087393,,21.0,,,,,,68.89,,
FEDDERSHOL.NS,FEDDERSHOL,2026-09-01T04:48:49.333371,45.5,916.442624,4.25,35.788,10.705882,1.2713759,1.0,,,,,,,45.75,,
FEDERALBNK.NS,FEDERALBNK,2026-09-01T04:48:50.470362,349.0,86189.1657728,18.69,162.445,18.673086,2.1484194,15.0,,,,,,,,,
FEDFINA.NS,FEDFINA,2026-09-01T04:48:51.651610,155.8,5841.8884608,10.14,78.195,15.364891,1.9924548,,,,,,,,61.58,,
FEL.NS,FEL,2026-09-01T04:48:52.759324,0.38,18.7835936,,52.907,,0.007182414,,9.0,,,,,,46.55,,
FELDVR.NS,FELDVR,2026-09-01T04:48:53.924032,2.25,111.2186496,,52.907,,0.042527452,,,,,,,,72.22,,
FERMENTA.NS,FERMENTA,2026-09-01T04:48:55.021273,501.0,,20.4,141.683,24.558825,3.536063,,3.0,,,,,,62.59,,
FIBERWEB.NS,FIBERWEB,2026-09-01T04:48:56.269862,26.62,76.6435328,1.81,64.922,14.707183,0.41003054,,,,,,,,59.57,,
FIEMIND.NS,FIEMIND,2026-09-01T04:48:57.416489,2073.6,5457.6451584,99.98,461.636,20.740149,4.491851,,22.0,,,,,,63.59,,
FILATEX.NS,FILATEX,2026-09-01T04:48:58.588943,73.9,3281.5915008,4.3,21.665,17.186047,3.4110315,,,,,,,,57.99,,
FILATFASH.NS,FILATFASH,2026-09-01T04:48:59.934199,0.18,150.013312,,2.952,,,,,,,,,,5.11,,
FINCABLES.NS,FINCABLES,2026-09-01T04:49:01.126687,1228.6,18790.1280256,52.38,397.807,23.455517,3.0884323,,,,,,,,37.33,,
FINEORG.NS,FINEORG,2026-09-01T04:49:02.386109,5345.5,16389.2903936,143.16,869.056,37.33934,6.1509266,,,,,,,,75.0,,
FINKURVE.NS,FINKURVE,2026-09-01T04:49:03.687732,70.55,988.7158272,2.07,24.878,34.082127,2.835839,3.0,,,,,,,72.7,,
FINOPB.NS,FINOPB,2026-09-01T04:49:04.875612,138.45,1152.15872,2.51,96.398,55.159363,1.436233,,,,,,,,75.0,,
FINPIPE.NS,FINPIPE,2026-09-01T04:49:05.981118,157.16,9717.4216704,9.95,100.625,15.794975,1.5618385,,,,,,,,52.47,,
FIRSTCRY.NS,FIRSTCRY,2026-09-01T04:49:07.179892,179.42,8708.3155456,,100.331,,1.7882807,,,,,,,,,,
FISCHER.NS,FISCHER,2026-09-01T04:49:08.333990,35.1,2400.6750208,0.43,5.955,81.6279,5.8942065,,,,,,,,7.07,,
FIVESTAR.NS,FIVESTAR,2026-09-01T04:49:09.507506,537.4,15863.4360832,37.43,250.026,14.357468,2.1493766,14.0,,,,,,,34.87,,
FLAIR.NS,FLAIR,2026-09-01T04:49:10.706840,248.84,2622.65856,13.24,108.319,18.794561,2.2972884,,,,,,,,78.59,,
FLEXITUFF.NS,FLEXITUFF,2026-09-01T04:49:11.932043,2.52,8.2713472,,,,,,9.0,,,,,,32.88,,
FLFL.NS,FLFL,2026-09-01T04:49:13.155626,1.16,23.4058848,,,,,,,,,,,,60.45,,
FLUOROCHEM.NS,FLUOROCHEM,2026-09-01T04:49:14.315620,4758.8,52275.4162688,55.82,696.703,85.252594,6.8304567,,,,,,,,68.37,,
FMGOETZE.NS,FMGOETZE,2026-09-01T04:49:15.528624,622.9,3465.3253632,30.7,258.214,20.289902,2.4123404,,16.0,,,,,,74.98,,
FMNL.NS,FMNL,2026-09-01T04:49:16.699393,10.19,68.0314496,1.21,18.504,8.421487,0.5506917,,-0.13,,,,,,72.73,,
FOCUS.NS,FOCUS,2026-09-01T04:49:17.864639,65.0,436.992256,2.24,21.767,29.017857,2.9861717,,,,,,,,73.36,,
FOODSIN.NS,FOODSIN,2026-09-01T04:49:19.088514,53.9,396.3351296,3.35,78.675,16.089554,0.6850969,,17.0,,,,,,43.37,,
FORCEMOT.NS,FORCEMOT,2026-09-01T04:49:20.273796,17640.0,23242.9256704,950.14,3127.617,18.565685,5.640077,,10.0,,,,,,61.06,,
FORTIS.NS,FORTIS,2026-09-01T04:49:21.459869,907.6,68519.9982592,13.9,131.074,65.29497,6.924332,,-0.0,,,,,,52.3,,
FOSECOIND.NS,FOSECOIND,2026-09-01T04:49:22.645700,6405.0,4851.5612672,127.88,1374.842,50.086018,4.658717,,,,,,,,74.98,,
FRACTAL.NS,FRACTAL,2026-09-01T04:49:23.764167,848.0,14582.6414592,19.17,191.148,44.235786,4.436353,,,,,,,,16.97,,
FRONTSP.NS,FRONTSP,2026-09-01T04:49:24.896361,1283.1,,49.54,155.284,25.900282,8.262925,,,,,,,,50.6,,
FSL.NS,FSL,2026-09-01T04:49:26.015462,258.15,17840.365568,9.53,63.511,27.088142,4.06465,,10.0,,,,,,54.89,,
FUSION.NS,FUSION,2026-09-01T04:49:27.271404,198.0,3201.983488,12.29,151.867,16.110659,1.3037723,,,,,,,,68.18,,
GABRIEL.NS,GABRIEL,2026-09-01T04:49:28.386871,1459.5,25866.7200512,17.64,95.14,82.7381,15.34055,,,,,,,,54.63,,
GAEL.NS,GAEL,2026-09-01T04:49:29.550905,173.36,7951.5148288,9.07,71.831,19.113562,2.4134426,,10.0,,,,,,66.18,,
GAIL.NS,GAIL,2026-09-01T04:49:30.712397,174.03,114426.1050368,15.03,135.549,11.578842,1.28389,,10.0,,,,,,54.97,,
GALAPREC.NS,GALAPREC,2026-09-01T04:49:31.890241,1023.2,1311.3535488,28.23,228.864,36.24513,4.4707775,,,,,,,,55.31,,
GALAXYSURF.NS,GALAXYSURF,2026-09-01T04:49:33.040609,2242.9,7952.1456128,99.63,774.178,22.512295,2.8971374,,,,,,,,70.92,,
GALLANTT.NS,GALLANTT,2026-09-01T04:49:34.269242,565.1,13634.78528,20.05,137.422,28.184538,4.1121507,,,,,,,,62.46,,
GANDHAR.NS,GANDHAR,2026-09-01T04:49:35.436129,267.8,2621.213696,30.8,138.296,8.694805,1.936426,,,,,,,,64.63,,
GANDHITUBE.NS,GANDHITUBE,2026-09-01T04:49:36.613611,893.4,1085.6597504,61.44,259.996,14.541017,3.4362068,,,,,,,,73.27,,
GANECOS.NS,GANECOS,2026-09-01T04:49:37.721583,1025.1,2743.4514432,21.1,477.043,48.582935,2.1488628,,,,,,,,45.35,,
GANESHBE.NS,GANESHBE,2026-09-01T04:49:38.898247,119.01,856.7461376,10.11,84.687,11.771514,1.4052925,,,,,,,,45.28,,
GANESHCP.NS,GANESHCP,2026-09-01T04:49:40.062805,169.6,685.4035456,11.82,92.069,14.348562,1.8420968,,,,,,,,64.08,,
GANESHHOU.NS,GANESHHOU,2026-09-01T04:49:41.209111,780.7,6510.0300288,31.82,279.608,24.534883,2.7921233,,10.0,,,,,,56.25,,
GANGAFORGE.NS,GANGAFORGE,2026-09-01T04:49:42.427929,1.77,30.0369472,,1.848,,0.95779216,,,,,,,,67.63,,
GANGESSECU.NS,GANGESSECU,2026-09-01T04:49:43.538833,118.0,118.0435072,2.89,539.67,40.83045,0.21865214,,,,,,,,56.34,,
GARFIBRES.NS,GARFIBRES,2026-09-01T04:49:44.724887,810.4,7913.4220288,21.25,136.494,38.13647,5.9372573,,20.0,,,,,,50.68,,
GARUDA.NS,GARUDA,2026-09-01T04:49:45.915423,172.4,1604.0395776,14.63,48.988,11.784005,3.5192292,,,,,,,,67.56,,
GATECH.NS,GATECH,2026-09-01T04:49:47.029591,1.05,187.6778496,0.05,0.902,20.999998,1.1640798,,20.43,,,,,,24.93,,
GATECHDVR.NS,GATECHDVR,2026-09-01T04:49:48.175655,0.54,69.790048,0.05,0.902,10.8,0.59866965,,,,,,,,42.79,,
GATEWAY.NS,GATEWAY,2026-09-01T04:49:49.373505,53.31,2663.6013568,4.9,46.168,10.879592,1.154696,,,,,,,,32.12,,
GAUDIUMIVF.NS,GAUDIUMIVF,2026-09-01T04:49:50.626713,129.98,946.08384,3.19,24.42,40.74608,5.322686,,,,,,,,71.29,,
GAYAHWS.NS,GAYAHWS,2026-09-01T04:49:51.741071,1.96,46.9717728,,,,,,,,,,,,61.15,,
GAYAPROJ.NS,GAYAPROJ,2026-09-01T04:49:52.907209,21.24,986.1710848,111.48,32.421,0.19052744,0.6551309,,3.0,,,,,,47.48,,
GCSL.NS,GCSL,2026-09-01T04:49:54.074800,562.95,1274.4820736,13.36,70.265,42.13698,8.011812,,,,,,,,73.48,,
GEECEE.NS,GEECEE,2026-09-01T04:49:55.281846,366.6,766.6239488,20.13,399.266,18.211626,0.9181849,,3.0,,,,,,68.2,,
GEEKAYWIRE.NS,GEEKAYWIRE,2026-09-01T04:49:56.444466,29.09,304.0486912,1.4,169.833,20.778572,0.17128591,,,,,,,,64.85,,
GEMAROMA.NS,GEMAROMA,2026-09-01T04:49:57.546907,168.99,882.7553792,,86.133,,1.9619658,,,,,,,,57.01,,
GENCON.NS,GENCON,2026-09-01T04:49:58.720607,46.26,263.6182528,1.5,52.701,30.839998,0.87778217,,,,,,,,57.37,,
GENESYS.NS,GENESYS,2026-09-01T04:49:59.842007,225.66,1508.8666624,5.06,172.997,44.59684,1.3044157,,,,,,,,52.21,,
GENSOL.NS,GENSOL,2026-09-01T04:50:01.835014,17.2,66.1277568,22.78,155.243,0.7550483,0.11079405,,,,,,,,70.72,,
GENUSPAPER.NS,GENUSPAPER,2026-09-01T04:50:02.986578,12.4,318.8361472,0.55,19.419,22.545454,0.6385498,,,,,,,,50.48,,
GENUSPOWER.NS,GENUSPOWER,2026-09-01T04:50:04.148906,332.6,9199.6749824,23.43,80.179,14.195476,4.1482186,,,,,,,,50.5,,
GEOJITFSL.NS,GEOJITFSL,2026-09-01T04:50:05.331715,82.47,2301.9200512,2.6,43.034,31.719233,1.9163917,,24.0,,,,,,62.74,,
GESHIP.NS,GESHIP,2026-09-01T04:50:06.506933,1313.3,18749.9429888,261.92,1188.123,5.0141263,1.1053569,,8.0,,,,,,30.22,,
GFLLIMITED.NS,GFLLIMITED,2026-09-01T04:50:07.736913,55.1,604.9979904,5.52,233.795,9.981884,0.23567656,,11.0,,,,,,68.33,,
GHCL.NS,GHCL,2026-09-01T04:50:08.950829,437.2,4007.5669504,56.02,395.146,7.8043556,1.1064265,,22.0,,,,,,18.59,,
GHCLTEXTIL.NS,GHCLTEXTIL,2026-09-01T04:50:10.202163,138.06,1319.6572672,10.07,157.188,13.71003,0.8783113,,,,,,,,19.16,,
GICHSGFIN.NS,GICHSGFIN,2026-09-01T04:50:11.313374,138.82,747.5604992,29.24,391.153,4.7476063,0.3548995,11.0,,,,,,,42.16,,
GICL.NS,GICL,2026-09-01T04:50:12.446077,23.66,264.8845568,0.59,7.028,40.101696,3.366534,,,,,,,,73.2,,
GICRE.NS,GICRE,2026-09-01T04:50:13.579092,354.55,62202.249216,50.59,562.937,7.0083017,0.6298218,,3.0,,,,,,85.78,,
GILLANDERS.NS,GILLANDERS,2026-09-01T04:50:14.811290,107.9,230.283904,8.17,120.859,13.206855,0.8927759,,,,,,,,68.74,,
GILLETTE.NS,GILLETTE,2026-09-01T04:50:15.965212,7300.0,23787.2070656,163.88,290.453,44.54479,25.133154,,,,,,,,75.0,,
GINNIFILA.NS,GINNIFILA,2026-09-01T04:50:17.067946,43.6,373.4342656,4.12,27.759,10.582524,1.5706617,,,,,,,,61.82,,
GIPCL.NS,GIPCL,2026-09-01T04:50:18.174095,199.6,3098.1101568,32.41,247.441,6.158593,0.80665696,,,,,,,,58.21,,
GKENERGY.NS,GKENERGY,2026-09-01T04:50:19.337844,132.75,2692.399104,12.0,43.743,11.0625,3.0347712,,,,,,,,79.2,,
GKSL.NS,GKSL,2026-09-01T04:50:20.451959,160.73,1267.2475136,2.01,40.567,79.96517,3.9620872,,,,,,,,71.45,,
GKWLIMITED.NS,GKWLIMITED,2026-09-01T04:50:21.622150,1518.0,905.714688,,4391.46,,0.3456709,,,,,,,,75.0,,
GLAND.NS,GLAND,2026-09-01T04:50:22.762967,2893.3,47729.803264,68.45,628.683,42.26881,4.6021605,,,,,,,,58.25,,
GLAXO.NS,GLAXO,2026-09-01T04:50:23.968399,2977.2,50435.5618816,63.06,133.845,47.212177,22.243639,,42.0,,,,,,75.0,,
GLENMARK.NS,GLENMARK,2026-09-01T04:50:25.178841,2478.2,69940.9170432,63.63,372.475,38.947037,6.653332,,16.0,,,,,,46.5,,
GLFL.NS,GLFL,2026-09-01T04:50:26.415786,5.9,16.0042032,0.01,,590.0,,,,,,,,,45.67,,
GLOBAL.NS,GLOBAL,2026-09-01T04:50:27.604873,106.82,543.7298176,5.12,26.571,20.863281,4.0201726,,,,,,,,72.49,,
GLOBALE.NS,GLOBALE,2026-09-01T04:50:28.798483,11.1,11.7885056,,9.027,,1.2296444,,,,,,,,64.8,,
GLOBALVECT.NS,GLOBALVECT,2026-09-01T04:50:29.904037,144.0,201.6,,,,,,,,,,,,75.0,,
GLOBE.NS,GLOBE,2026-09-01T04:50:31.013617,1.94,87.381248,0.16,3.325,12.125001,0.58345866,,,,,,,,73.33,,
GLOBECIVIL.NS,GLOBECIVIL,2026-09-01T04:50:32.197729,46.79,279.4252032,4.53,39.245,10.328918,1.1922538,,,,,,,,,,
GLOBUSSPR.NS,GLOBUSSPR,2026-09-01T04:50:33.037898,919.45,2892.7084544,116.62,381.481,7.8841534,2.4102118,,,,,,,,56.85,,
GLOSTERLTD.NS,GLOSTERLTD,2026-09-01T04:50:34.268221,599.9,656.4861952,11.72,994.82,51.18601,0.6030237,,,,,,,,72.52,,
GLOTTIS.NS,GLOTTIS,2026-09-01T04:50:35.434608,63.98,591.194368,4.37,30.273,14.640733,2.1134343,,,,,,,,74.23,,
GMBREW.NS,GMBREW,2026-09-01T04:50:36.549246,873.35,1995.3360896,73.81,471.951,11.832408,1.8505099,,,,,,,,74.43,,
GMDCLTD.NS,GMDCLTD,2026-09-01T04:50:37.660570,569.35,18105.3292544,30.09,222.287,18.921568,2.5613282,,16.0,,,,,,74.0,,
GMMPFAUDLR.NS,GMMPFAUDLR,2026-09-01T04:50:38.828061,1065.4,4789.7427968,15.71,267.921,67.81668,3.9765456,,20.0,,,,,,75.0,,
GMRAIRPORT.NS,GMRAIRPORT,2026-09-01T04:50:40.049639,94.05,99307.1726592,0.4,,235.125,,,2.0,,,,,,61.66,,
